Network Analyst;;;;;;Cytoscape;;;;
ClusterOne: 3 clusters;;;;;;Cluster One: 197 clusters;;;;
;;;;;;javax.swing.ImageIcon@22848000;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@157c1564;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@12a5a6dc;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@1b458419;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@1d4793f1;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@68e57208;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@5749aa8e;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@609b8932;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@416256cb;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@25409dd;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@1853dec3;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@24bd06e2;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@77bac8b0;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@55823d7b;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@532154ce;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@1fe7c25e;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@3eb9765a;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@7a94ed13;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@234a51ab;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@29e82ae;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,214;;;
;;;;;;;P-value: 0,024;;;
;;;;;;javax.swing.ImageIcon@77e03f01;Nodes: 9;;;
;;;;;;;Density: 0,639;;;
;;;;;;;Quality: 0,221;;;
;;;;;;;P-value: 0,025;;;
;;;;;;javax.swing.ImageIcon@2a41a89b;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,212;;;
;;;;;;;P-value: 0,028;;;
;;;;;;javax.swing.ImageIcon@5b777371;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,212;;;
;;;;;;;P-value: 0,028;;;
;;;;;;javax.swing.ImageIcon@2d8a0143;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,212;;;
;;;;;;;P-value: 0,028;;;
;;;;;;javax.swing.ImageIcon@5b642bc4;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,212;;;
;;;;;;;P-value: 0,028;;;
;;;;;;javax.swing.ImageIcon@7cc64543;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,212;;;
;;;;;;;P-value: 0,028;;;
;;;;;;javax.swing.ImageIcon@1cca5d51;Nodes: 18;;;
;;;;;;;Density: 0,314;;;
;;;;;;;Quality: 0,336;;;
;;;;;;;P-value: 0,030;;;
;;;;;;javax.swing.ImageIcon@6137d792;Nodes: 7;;;
;;;;;;;Density: 0,619;;;
;;;;;;;Quality: 0,236;;;
;;;;;;;P-value: 0,031;;;
;;;;;;javax.swing.ImageIcon@1bf7fa7b;Nodes: 8;;;
;;;;;;;Density: 0,607;;;
;;;;;;;Quality: 0,266;;;
;;;;;;;P-value: 0,037;;;
;;;;;;javax.swing.ImageIcon@5555481b;Nodes: 5;;;
;;;;;;;Density: 0,600;;;
;;;;;;;Quality: 0,600;;;
;;;;;;;P-value: 0,041;;;
;;;;;;javax.swing.ImageIcon@1bbbb735;Nodes: 9;;;
;;;;;;;Density: 0,611;;;
;;;;;;;Quality: 0,208;;;
;;;;;;;P-value: 0,049;;;
;;;;;;javax.swing.ImageIcon@446f6897;Nodes: 6;;;
;;;;;;;Density: 0,667;;;
;;;;;;;Quality: 0,455;;;
;;;;;;;P-value: 0,057;;;
;;;;;;javax.swing.ImageIcon@60ef7643;Nodes: 6;;;
;;;;;;;Density: 0,667;;;
;;;;;;;Quality: 0,455;;;
;;;;;;;P-value: 0,057;;;
;;;;;;javax.swing.ImageIcon@1f05ffd5;Nodes: 6;;;
;;;;;;;Density: 0,667;;;
;;;;;;;Quality: 0,455;;;
;;;;;;;P-value: 0,057;;;
;;;;;;javax.swing.ImageIcon@5941f11f;Nodes: 6;;;
;;;;;;;Density: 0,667;;;
;;;;;;;Quality: 0,455;;;
;;;;;;;P-value: 0,057;;;
;;;;;;javax.swing.ImageIcon@66d51170;Nodes: 6;;;
;;;;;;;Density: 0,667;;;
;;;;;;;Quality: 0,455;;;
;;;;;;;P-value: 0,057;;;
;;;;;;javax.swing.ImageIcon@7d932e87;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@4dd88db7;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@1bc7541a;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@55579883;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@315473b8;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@38e8f510;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@19ae1193;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@705401a5;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@620f75a4;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@1d305c80;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@747be43c;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@24f28a3f;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@3dc97950;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@2202e635;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@973ac4d;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@39606c2e;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@4f9591ab;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@7a13f522;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@6e162fe9;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@542d3f19;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@3756e4fe;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@5209bdd3;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@dbfa91c;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@30578a45;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@30a6e9a5;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@2fde3d47;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@5fd986e9;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@53503af5;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@543c1afb;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@ad6313e;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@192b1043;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@4b7e0601;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@7fa13657;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@4445b75c;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@5ad1e9f;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@3ed85e25;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@483dc427;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@21ab752b;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@4c9fde67;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@304a98a7;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@16707e75;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@6c8853bd;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@5ed6c4ad;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@3a3df070;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@2f2bb294;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@1901977;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@690b5644;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@3ce08565;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@4e2d3f7f;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@4f77dc6c;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@7c7d0ab0;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@440e63f7;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@637f6ace;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@129a4e71;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
;;;;;;;P-value: 0,063;;;
;;;;;;javax.swing.ImageIcon@626ee18;Nodes: 5;;;
;;;;;;;Density: 0,700;;;
;;;;;;;Quality: 0,067;;;
